Abbreviation,Taxonomy ID,relevant taxonomy,Scientific name,Lineage.set,BUSCO_completeness,BUSCO_single,BUSCO_duplicated,BUSCO_fragmented,BUSCO_missing,PreLECASubset,Download location,Ref,Download date proteome,fasta_header_type,proteome_fasta_file,Genome/transcriptome,Genome_location,SMC2,SMC4,CAPH,CAPG,CAPD2,CAPH2,CAPG2,CAPD3,SMC1,SMC3,Scc1,Rec8,Scc3,PDS5,NIPBL,MAU2,WAPL,Eco1,Securin,Sororin,Haspin,Shugoshin,Separase,CTCF,SMC5,SMC6,Nse4,Nse1,Nse3,Nse2,Nse5,Nse6
BOMMOR,7091,Opisthokonta,Bombyx mori,eukaryota_odb67,84.43579767,,,8.949416342,6.614785992,False,ftp://ftp.ensemblgenomes.org/pub/metazoa/release-34/fasta/bombyx_mori/pep/Bombyx_mori.GCA_000151625.1.pep.all.fa.gz,,euk4,ensembl,Bombyx_mori.GCA_000151625.1.pep.all.fa,genome,ftp.ensemblgenomes.org/pub/metazoa/release-34/fasta/bombyx_mori/dna/Bombyx_mori.GCA_000151625.1.dna.toplevel.fa.gz,BOMMOR007082,BOMMOR007396,BOMMOR000746,BOMMOR003445,BOMMOR007170;BOMMOR004512,BOMMOR008669,,BOMMOR010522,BOMMOR004302,BOMMOR008446;BOMMOR002753,BOMMOR010197,BOMMOR000363,BOMMOR004942,BOMMOR001851,BOMMOR003640,BOMMOR011060,BOMMOR003127,BOMMOR007402,,BOMMOR009491,BOMMOR000007,BOMMOR000288,BOMMOR011366,BOMMOR003011,BOMMOR009205,BOMMOR002257,BOMMOR006915,BOMMOR005683,BOMMOR010968,BOMMOR013434,BOMMOR_external,
DROMEL,7227,Opisthokonta,Drosophila melanogaster,eukaryota_odb68,100.0,,,0.0,0.0,False,http://ftp.ensembl.org/pub/release-106/fasta/drosophila_melanogaster/pep/Drosophila_melanogaster.BDGP6.32.pep.all.fa.gz,,20220419,ensembl,Drosophila_melanogaster.BDGP6.32.pep.all.fa,genome,http://ftp.ensembl.org/pub/release-106/fasta/drosophila_melanogaster/dna/Drosophila_melanogaster.BDGP6.32.dna.toplevel.fa.gz ,DROMEL019690,DROMEL015325,DROMEL002304,DROMEL020732,DROMEL011608,DROMEL012708;DROMEL012705,,DROMEL015712,DROMEL019339,DROMEL029691,DROMEL008618,DROMEL023050,DROMEL018869;DROMEL025287,DROMEL016103,DROMEL014069,DROMEL016122,DROMEL013299,DROMEL022372,DROMEL027065,DROMEL011366,DROMEL000589,DROMEL024042,DROMEL016540,DROMEL014375,DROMEL000266,DROMEL027906,DROMEL028946,DROMEL016919,DROMEL030383,DROMEL009455;DROMEL022207;DROMEL026533,DROMEL000461,
SCHMAN,6183,Opisthokonta,Schistosoma mansoni,eukaryota_odb69,87.59689922,,,6.589147287,5.813953488,False,ftp://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS8/species/schistosoma_mansoni/PRJEA36577/schistosoma_mansoni.PRJEA36577.WBPS8.protein.fa.gz,,20220419,wormbase,schistosoma_mansoni.PRJEA36577.WBPS8.protein.fa,genome,http://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS8/species/schistosoma_mansoni/PRJEA36577/schistosoma_mansoni.PRJEA36577.WBPS8.genomic.fa.gz,SCHMAN009414,SCHMAN009592,SCHMAN008057,SCHMAN003485,SCHMAN005603,,,,SCHMAN006155,SCHMAN006938;SCHMAN005950,SCHMAN007196,SCHMAN007538,SCHMAN001462,SCHMAN009761;SCHMAN006228;SCHMAN006229,SCHMAN009058;SCHMAN000794,SCHMAN007464,SCHMAN007607,SCHMAN002886,,,SCHMAN008217,,SCHMAN009053,,,,,,,,,
CRAGIG,29159,Opisthokonta,Crassostrea gigas,eukaryota_odb70,100.0,,,0.0,0.0,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/806/645/GCF_902806645.1_cgigas_uk_roslin_v1/GCF_902806645.1_cgigas_uk_roslin_v1_protein.faa.gz,,20220419,gcf,GCF_902806645.1_cgigas_uk_roslin_v1_protein.faa,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/806/645/GCF_902806645.1_cgigas_uk_roslin_v1/GCF_902806645.1_cgigas_uk_roslin_v1_genomic.fna.gz,CRAGIG005085,CRAGIG051612,CRAGIG020269,CRAGIG005939,CRAGIG062650,CRAGIG003938,CRAGIG058262,CRAGIG035179;CRAGIG035236,CRAGIG030406,CRAGIG020875;CRAGIG003045,CRAGIG012044,CRAGIG013911;CRAGIG053067,CRAGIG012655,CRAGIG025411,CRAGIG035310,CRAGIG020233,CRAGIG036329,CRAGIG034748,CRAGIG012443,CRAGIG004045,CRAGIG051025,CRAGIG034363,CRAGIG039427,CRAGIG014213,CRAGIG048317,CRAGIG038331;CRAGIG038327;CRAGIG038332,CRAGIG052529;CRAGIG052525;CRAGIG052524,CRAGIG003358;CRAGIG034812,CRAGIG006690,CRAGIG041333,CRAGIG016930;CRAGIG004671,CRAGIG054124
RAMVAR,947166,Opisthokonta,Ramazzottius varieornatus,eukaryota_odb71,92.7480916,,,3.053435115,4.198473282,False,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/949/185/GCA_001949185.1_Rvar_4.0/GCA_001949185.1_Rvar_4.0_protein.faa.gz,,euk4,gcf,GCA_001949185.1_Rvar_4.0_protein.faa,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/949/185/GCA_001949185.1_Rvar_4.0/GCA_001949185.1_Rvar_4.0_genomic.fna.gz,RAMVAR017076,RAMVAR011212;RAMVAR019544;RAMVAR022836,RAMVAR002825,RAMVAR011166,RAMVAR001019,RAMVAR009369;RAMVAR001794,RAMVAR007311,RAMVAR001721;RAMVAR001827;RAMVAR001828,RAMVAR004467,RAMVAR017815,RAMVAR017203,RAMVAR020982,RAMVAR015899,RAMVAR020834,RAMVAR008329,RAMVAR013623,RAMVAR019050,RAMVAR003185,,,RAMVAR010400,RAMVAR004216,RAMVAR009797,RAMVAR018555,RAMVAR016608;RAMVAR015257;RAMVAR016606;RAMVAR016607,RAMVAR009270;RAMVAR000503,RAMVAR020894;RAMVAR015352,RAMVAR017085,RAMVAR009077,RAMVAR005411,,
PRIPAC,54126,Opisthokonta,Pristionchus pacificus,eukaryota_odb73,93.48659004,,,3.0651341,3.448275862,False,http://pristionchus.org/download/El_Paco_gene_annotations_V3.tgz,,20220419,generic,El_Paco_V3_proteins.fa,genome,http://pristionchus.org/download/El_Paco_genome.tgz ,PRIPAC009017,PRIPAC025512;PRIPAC000790,PRIPAC008750,PRIPAC016248;PRIPAC008991,PRIPAC027071,PRIPAC025820,PRIPAC025309,PRIPAC002481,PRIPAC027676,PRIPAC027800,PRIPAC004016,PRIPAC003285,PRIPAC015694,PRIPAC014415;PRIPAC014109,PRIPAC009006,PRIPAC004834,PRIPAC010395,PRIPAC024699,PRIPAC001619,,PRIPAC004161;PRIPAC025035,PRIPAC005426,PRIPAC015913,,PRIPAC024347,PRIPAC017094,PRIPAC000208,PRIPAC020404;PRIPAC006178,PRIPAC017459;PRIPAC024410,PRIPAC024505,,
STRRAT,34506,Opisthokonta,Strongyloides ratti,eukaryota_odb72,84.84848485,,,6.818181818,8.333333333,False,ftp://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS8/species/strongyloides_ratti/PRJEB125/strongyloides_ratti.PRJEB125.WBPS8.protein.fa.gz,,euk4,wormbase,strongyloides_ratti.PRJEB125.WBPS8.protein.fa,genome,http://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS8/species/strongyloides_ratti/PRJEB125/strongyloides_ratti.PRJEB125.WBPS8.genomic.fa.gz,STRRAT004454,STRRAT009397;STRRAT007481;STRRAT011233,,,STRRAT005594,STRRAT004298,STRRAT001640,STRRAT004438;STRRAT003522,STRRAT012100,STRRAT004032;STRRAT006623,STRRAT000323,,STRRAT002333,STRRAT004375,STRRAT006378;STRRAT009861,STRRAT003930,STRRAT010695,STRRAT000985,,,STRRAT005261;STRRAT009186,STRRAT004034,STRRAT005666,,,,,,,,,
CAEELE,6239,Opisthokonta,Caenorhabditis elegans,eukaryota_odb74,98.0620155,,,0.7751937984,1.162790698,False,https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS17/species/caenorhabditis_elegans/PRJNA13758/caenorhabditis_elegans.PRJNA13758.WBPS17.protein.fa.gz,,20221103,gcf,caenorhabditis_elegans.PRJNA13758.WBPS17.protein.fa.gz,genome,,CAEELE016311,CAEELE010310;CAEELE017580,CAEELE003415,CAEELE009692;CAEELE003882,CAEELE023255,CAEELE003749,CAEELE013011,CAEELE022134,CAEELE005077;CAEELE009512,CAEELE024106,CAEELE015246;CAEELE007533,CAEELE007256;CAEELE023971;CAEELE021007,CAEELE008407,CAEELE014381,CAEELE023829,CAEELE002166,CAEELE017072,CAEELE007218,CAEELE003541,,CAEELE020905;CAEELE005779;CAEELE003483;CAEELE024264;CAEELE001652;CAEELE026290;CAEELE014144;CAEELE027582;CAEELE013919;CAEELE001327;CAEELE006153;CAEELE000999;CAEELE022531,CAEELE004227,CAEELE024168;CAEELE027802,,CAEELE003538,CAEELE012763;CAEELE003180,CAEELE014262,CAEELE020610,CAEELE010865,CAEELE027479,,
PICSPE,419944,Picozoa,Picozoa_sp_COSAG02,eukaryota_odb75,35.92592593,,,26.2962963,37.77777778,False,EukProt,,20220328,eukprot,EP01043_Picozoa_sp_COSAG02.fasta,genome,https://doi.org/10.6084/m9.figshare.c.5388176.v1,PICSPE075386;PICSPE086351;PICSPE042416;PICSPE074514;PICSPE042422;PICSPE046519;PICSPE074513;PICSPE046520;PICSPE042421;PICSPE106316,PICSPE039565;PICSPE039562;PICSPE039563;PICSPE039564;PICSPE109488,PICSPE001361;PICSPE043658;PICSPE070699;PICSPE001362,PICSPE045217;PICSPE045218,PICSPE013331,PICSPE008377;PICSPE116430,,PICSPE028142;PICSPE027917;PICSPE027915,PICSPE108126;PICSPE097077;PICSPE026145,PICSPE012667;PICSPE012669;PICSPE012670;PICSPE012666,PICSPE015988;PICSPE015985;PICSPE038631;PICSPE038632,,PICSPE129636;PICSPE113781,PICSPE070800;PICSPE086111,PICSPE094664;PICSPE076171;PICSPE072167,PICSPE031778,PICSPE040503,PICSPE005039;PICSPE077404,PICSPE037851,,,,PICSPE106986,,PICSPE080439;PICSPE052800;PICSPE067004;PICSPE075870,PICSPE035295;PICSPE031318;PICSPE035298,PICSPE057546,,PICSPE047761;PICSPE054466;PICSPE054467;PICSPE047760,,PICSPE013469;PICSPE031166,PICSPE052215
MICMAR,1079982,Cryptista,Microheliella maris,eukaryota_odb76,69.75088968,,,18.50533808,11.74377224,False,https://datadryad.org/stash/downloads/file_stream/1389915,https://royalsocietypublishing.org/doi/10.1098/rsob.210376#d1e1693,20220419,generic,1389915,transcriptome,,MICMAR006959;MICMAR006967;MICMAR006975;MICMAR016515;MICMAR069085,MICMAR117320;MICMAR117314,MICMAR037220;MICMAR028671;MICMAR048068;MICMAR152739,MICMAR025701;MICMAR145236;MICMAR114190;MICMAR146548;MICMAR176307,MICMAR050604;MICMAR181031;MICMAR171505;MICMAR178971;MICMAR178958,MICMAR178198;MICMAR162075;MICMAR168677,MICMAR051849;MICMAR035989,MICMAR043897,MICMAR136216,MICMAR133532,MICMAR077487;MICMAR016889,MICMAR068774,MICMAR128504,MICMAR060709;MICMAR134033;MICMAR134027;MICMAR099796;MICMAR030423,MICMAR028638;MICMAR063222;MICMAR181579;MICMAR000943;MICMAR152549,MICMAR027924;MICMAR035589,MICMAR012633;MICMAR012624;MICMAR012627,MICMAR168236;MICMAR044793,MICMAR027419,,,,,,MICMAR101706;MICMAR092686,MICMAR055389;MICMAR061356;MICMAR180736,MICMAR040246,MICMAR063288,MICMAR144850;MICMAR029896,MICMAR079374;MICMAR079380,,
PALBIL,652834,Cryptista,Palpitomonas bilix,eukaryota_odb77,62.04379562,,,11.31386861,26.64233577,False,EukProt,,20220328,eukprot,EP00297_Palpitomonas_bilix.fasta,transcriptome,,PALBIL014475,,PALBIL000173,,PALBIL020600,PALBIL021513;PALBIL018929,PALBIL007589,PALBIL001942,PALBIL008645,,PALBIL002252,,,,,,,,PALBIL017783,,PALBIL000082,,PALBIL008378,,PALBIL014449,PALBIL023132,PALBIL010232;PALBIL010297,PALBIL012956,PALBIL009586;PALBIL014165,PALBIL013830;PALBIL013831,,
GONPAC,195067,Cryptista,Goniomonas pacifica,eukaryota_odb78,70.63197026,,,15.6133829,13.75464684,True,EukProt,,20220328,eukprot,EP00295_Goniomonas_pacifica.fasta,transcriptome,,GONPAC026921;GONPAC010740,GONPAC022546,GONPAC036514;GONPAC041365,GONPAC023292,GONPAC031729;GONPAC003579,GONPAC024511,,,GONPAC030627;GONPAC011326,GONPAC026942,GONPAC023017;GONPAC012376,GONPAC036684,GONPAC046480,GONPAC024551;GONPAC023965,GONPAC048419,,GONPAC044625,GONPAC047816,GONPAC048010,,,,GONPAC013550,,GONPAC044188,GONPAC050588;GONPAC005854,,GONPAC048301,GONPAC047625,GONPAC041287,,GONPAC032943
GUITHE,55529,Cryptista,Guillardia theta,eukaryota_odb79,80.45112782,,,9.77443609,9.77443609,False,http://ftp.ensemblgenomes.org/pub/protists/release-53/fasta/guillardia_theta/pep/Guillardia_theta.Guith1.pep.all.fa.gz,,euk4,ensembl,Guillardia_theta.Guith1.pep.all.fa,genome,ftp.ensemblgenomes.org/pub/protists/release-53/fasta/guillardia_theta/dna/Guillardia_theta.Guith1.dna_rm.toplevel.fa.gz,GUITHE012177,GUITHE006275,GUITHE020021,GUITHE007127,GUITHE009023,GUITHE003084,GUITHE019586,GUITHE022207,GUITHE008248,GUITHE010914,GUITHE012218;GUITHE012248,GUITHE018403,GUITHE014003,GUITHE000061,GUITHE017284;GUITHE019673,GUITHE021507,GUITHE020731,GUITHE005901,GUITHE007076,,,,GUITHE011999,,GUITHE024075,GUITHE001575;GUITHE001512,GUITHE006379,GUITHE005727,GUITHE004489,,,GUITHE007775;GUITHE011490
BAFFRI,2571260,Cryptista,Baffinella frigidus,eukaryota_odb80,80.78291815,,,10.3202847,8.896797153,True,EukProt,,20220328,eukprot,EP00290_Baffinella_frigidus.fasta,transcriptome,,BAFFRI006389,BAFFRI008351,BAFFRI012872;BAFFRI003517;BAFFRI058366;BAFFRI037173,BAFFRI009884,BAFFRI038007;BAFFRI004885,BAFFRI015302;BAFFRI059126,BAFFRI012505;BAFFRI042390,BAFFRI006967;BAFFRI027614,BAFFRI057181,BAFFRI019675;BAFFRI025018,BAFFRI043823;BAFFRI043635;BAFFRI009430;BAFFRI056089;BAFFRI018189,,BAFFRI055916,BAFFRI006037,BAFFRI003192;BAFFRI048909;BAFFRI018286;BAFFRI058001;BAFFRI021710;BAFFRI058980;BAFFRI041801;BAFFRI052873,BAFFRI041633;BAFFRI058775;BAFFRI027334,BAFFRI017931,BAFFRI047864,,,,BAFFRI005670,BAFFRI002001;BAFFRI015301,,BAFFRI006359;BAFFRI041667;BAFFRI048359,BAFFRI034364;BAFFRI015058;BAFFRI021264;BAFFRI011714;BAFFRI027122;BAFFRI021617;BAFFRI053175,BAFFRI008111,BAFFRI009725,BAFFRI045290;BAFFRI051909;BAFFRI050667;BAFFRI059201,BAFFRI016701,,BAFFRI016809
GEMCRY,46947,Cryptista,Geminigera cryophila,eukaryota_odb81,74.63768116,,,9.057971014,16.30434783,False,EukProt,,20220328,eukprot,EP00277_Geminigera_cryophila.fasta,transcriptome,,GEMCRY046306;GEMCRY033664,GEMCRY048285,GEMCRY043481,GEMCRY047555,GEMCRY037598;GEMCRY031379,GEMCRY039927,GEMCRY032845,GEMCRY040801,GEMCRY016094;GEMCRY037958,GEMCRY000292;GEMCRY023749;GEMCRY018681;GEMCRY034863;GEMCRY022501,GEMCRY004801,GEMCRY031922,GEMCRY020702,GEMCRY019567,GEMCRY000915;GEMCRY001832;GEMCRY009996,GEMCRY030195,GEMCRY026846,GEMCRY027571;GEMCRY017076,,,,GEMCRY009333,GEMCRY044829,,GEMCRY005990,GEMCRY017562;GEMCRY024234;GEMCRY020211;GEMCRY008208;GEMCRY043789;GEMCRY000671,GEMCRY014144,GEMCRY019031,GEMCRY006375;GEMCRY047552,,,GEMCRY008973
DIALUT,2081491,Haptista,Diacronema lutheri,eukaryota_odb82,83.59375,,,5.46875,10.9375,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/448/385/GCA_019448385.1_MSCA_Paluth_1.1/GCA_019448385.1_MSCA_Paluth_1.1_protein.faa.gz,,20220419,gcf,GCA_019448385.1_MSCA_Paluth_1.1_protein.faa,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/448/385/GCA_019448385.1_MSCA_Paluth_1.1/GCA_019448385.1_MSCA_Paluth_1.1_genomic.fna.gz,DIALUT007953,DIALUT011653,DIALUT007371,DIALUT009043,DIALUT005180,DIALUT010238,DIALUT009310,DIALUT010350,DIALUT000653,DIALUT004898,DIALUT004052,DIALUT005933,DIALUT012565,DIALUT004184,DIALUT010000,,,DIALUT004074,DIALUT002713,,,,DIALUT008170,,DIALUT009628,DIALUT009003,DIALUT002482,DIALUT010363,DIALUT013802,DIALUT014373,,
GEPOCE,38817,Haptista,Gephyrocapsa oceanica,eukaryota_odb83,68.84057971,,,13.4057971,17.75362319,False,EukProt,,20220328,eukprot,EP00315_Gephyrocapsa_oceanica.fasta,transcriptome,,GEPOCE018046;GEPOCE030532,GEPOCE027936;GEPOCE017769;GEPOCE047951,GEPOCE052001;GEPOCE022409,GEPOCE056091,GEPOCE029391,GEPOCE051583,GEPOCE026561,GEPOCE025902;GEPOCE043189,GEPOCE032290;GEPOCE050224;GEPOCE027169,GEPOCE045632,GEPOCE045024,,GEPOCE053464;GEPOCE018728;GEPOCE001805,GEPOCE026773,GEPOCE033381;GEPOCE047541;GEPOCE046999,,GEPOCE030314,,GEPOCE032899,,,,GEPOCE050974,,GEPOCE040887,GEPOCE050040;GEPOCE026071;GEPOCE005604;GEPOCE043910;GEPOCE017283;GEPOCE033125,GEPOCE014350,GEPOCE016350,GEPOCE008441,GEPOCE012936,,GEPOCE017047
PRYPAR,97485,Haptista,Prymnesium parvum,eukaryota_odb84,73.64620939,,,6.498194946,19.85559567,False,EukProt,,20220328,eukprot,EP00327_Prymnesium_parvum.fasta,transcriptome,,PRYPAR006325;PRYPAR003309,PRYPAR041854;PRYPAR042211,PRYPAR004637,PRYPAR005308;PRYPAR000709,PRYPAR004449,,,,PRYPAR015288,PRYPAR015398;PRYPAR014715,PRYPAR045872;PRYPAR015796,,PRYPAR015238,,PRYPAR014447;PRYPAR050475,,PRYPAR030865,,,,,,,,PRYPAR033144,PRYPAR015354,PRYPAR011176,PRYPAR005317,PRYPAR019755,PRYPAR036733,,PRYPAR023241
CHOSPE,299888,Haptista,Choanocystis sp HF-7,eukaryota_odb85,91.27906977,,,3.197674419,5.523255814,True,EukProt,,20220328,eukprot,EP00300_Choanocystis_sp_HF-7.fasta,transcriptome,,,CHOSPE023688;CHOSPE009147,CHOSPE035681,,CHOSPE037995,CHOSPE000461,,,CHOSPE007587;CHOSPE007588,CHOSPE027934;CHOSPE024385;CHOSPE026157,CHOSPE020382,,CHOSPE013279;CHOSPE013278,CHOSPE020983;CHOSPE002431;CHOSPE038141,CHOSPE005111,CHOSPE005383,CHOSPE016009;CHOSPE016008,CHOSPE005956;CHOSPE005955,,,,,CHOSPE016172,,CHOSPE009321,CHOSPE014170;CHOSPE022448,CHOSPE037896;CHOSPE040815,CHOSPE006502;CHOSPE006505,CHOSPE042036,CHOSPE020544;CHOSPE031326,,CHOSPE043396
PTESPE,1982029,Haptista,Pterocystis sp 00344,eukaryota_odb86,80.60836502,,,6.463878327,12.92775665,False,EukProt,,20220328,eukprot,EP00299_Pterocystis_sp_00344.fasta,transcriptome,,,,PTESPE003745,,,,,,,,PTESPE003956;PTESPE004041,,,PTESPE006720;PTESPE003836,PTESPE001204,PTESPE016028;PTESPE016031,PTESPE018722;PTESPE018725,PTESPE010807,,,,,,,PTESPE005742,PTESPE012990;PTESPE003933,PTESPE004963;PTESPE004964,PTESPE016401,PTESPE015538;PTESPE015536,PTESPE012618,,PTESPE000626
ACASPE,299834,Haptista,Acanthocystis sp HF-20,eukaryota_odb87,70.94339623,,,15.47169811,13.58490566,False,EukProt,,20220328,eukprot,EP00298_Acanthocystis_sp_HF-20.fasta,transcriptome,,ACASPE024684;ACASPE022546;ACASPE019827,ACASPE024415;ACASPE027326;ACASPE024256,ACASPE008635,ACASPE022556;ACASPE024604;ACASPE024811,ACASPE019404;ACASPE024148;ACASPE024166;ACASPE022265,ACASPE014868,ACASPE026534,ACASPE026945;ACASPE027470,ACASPE017228,ACASPE009801;ACASPE024703;ACASPE026429,ACASPE019102;ACASPE027542;ACASPE004732;ACASPE002179,,ACASPE020100;ACASPE025661,ACASPE013612;ACASPE023812;ACASPE019584,ACASPE027095,ACASPE022753,ACASPE025453;ACASPE001666,,,,,,ACASPE025902,,ACASPE016396,ACASPE018611,ACASPE010788;ACASPE010787,ACASPE022199,ACASPE004349;ACASPE004348,ACASPE030038;ACASPE030039,,
RAPHET,1703429,Haptista,Raphidiophrys heterophryoidea,eukaryota_odb88,83.63636364,,,7.272727273,9.090909091,False,EukProt,,20220328,eukprot,EP00301_Raphidiophrys_heterophryoidea.fasta,transcriptome,,RAPHET014364,RAPHET010746;RAPHET017252;RAPHET010611;RAPHET014455,,,RAPHET012905;RAPHET012906,RAPHET011323,,,RAPHET004774,RAPHET004522,RAPHET014946;RAPHET010127,,,RAPHET012672;RAPHET000868,RAPHET013129,RAPHET002016;RAPHET002017,RAPHET022731,RAPHET010409,RAPHET020905,,,,RAPHET013301,,RAPHET004963,RAPHET007720;RAPHET021979;RAPHET022692,RAPHET013304,RAPHET011820,RAPHET013309,,,RAPHET026675;RAPHET005842
RHOMAR,2584957,Rhodelphis,Rhodelphis marinus,eukaryota_odb89,89.88326848,,,5.058365759,5.058365759,True,EukProt,,20220328,eukprot,EP00736_Rhodelphis_marinus.fasta,transcriptome,,RHOMAR000369,RHOMAR007090,RHOMAR012456,RHOMAR010928;RHOMAR005440,RHOMAR013909,RHOMAR009581,RHOMAR005732,RHOMAR002342,RHOMAR005293;RHOMAR012775,RHOMAR006835;RHOMAR006834,RHOMAR005486;RHOMAR002264,RHOMAR002267,RHOMAR012054,RHOMAR002565,RHOMAR000975,RHOMAR011053,RHOMAR009985,RHOMAR010030,RHOMAR003881,,RHOMAR003310,,RHOMAR006030,,RHOMAR000802,RHOMAR002419;RHOMAR011034;RHOMAR008615;RHOMAR001592,RHOMAR011614,RHOMAR002874,RHOMAR006204,RHOMAR010574,,RHOMAR009624
MADERY,753684,Rhodophyta,Madagascaria erythrocladioides,eukaryota_odb90,54.34782609,,,25.0,20.65217391,False,EukProt,,20220328,eukprot,EP00179_Madagascaria_erythrocladioides.fasta,transcriptome,,MADERY031337;MADERY014683;MADERY019477,MADERY000319;MADERY015654,MADERY005425;MADERY031460,MADERY012980;MADERY025691,MADERY028419;MADERY027823;MADERY016753,MADERY011756,MADERY029474,MADERY015364,MADERY027340,MADERY021422;MADERY024701;MADERY024430;MADERY003132;MADERY024087;MADERY021603,MADERY028256;MADERY030163;MADERY024533,MADERY013422,MADERY021569,MADERY027446,MADERY023472,MADERY025016,,,,,MADERY026984,,,,MADERY021845;MADERY030615;MADERY028567;MADERY021246;MADERY002286,MADERY011118;MADERY029484;MADERY015863;MADERY024852;MADERY014771;MADERY021890;MADERY027754,MADERY022607,MADERY009806,MADERY016290;MADERY004897,MADERY006302,,MADERY003466;MADERY026198
CYAMER,45157,Rhodophyta,Cyanidioschyzon merolae,eukaryota_odb91,71.09375,,,7.421875,21.484375,False,http://ftp.ensemblgenomes.org/pub/plants/release-53/fasta/cyanidioschyzon_merolae/pep/Cyanidioschyzon_merolae.ASM9120v1.pep.all.fa.gz,,euk4,ensembl,Cyanidioschyzon_merolae.ASM9120v1.pep.all.fa,genome,http://ftp.ensemblgenomes.org/pub/plants/release-53/fasta/cyanidioschyzon_merolae/dna/Cyanidioschyzon_merolae.ASM9120v1.dna.toplevel.fa.gz,CYAMER003109,CYAMER002063,CYAMER004545,CYAMER000572,CYAMER003210,CYAMER003534,CYAMER003436,CYAMER001422,CYAMER000624,CYAMER002737,CYAMER003899,CYAMER000956,CYAMER001876,CYAMER001165,,,CYAMER002828,CYAMER003567,,,,,CYAMER004612,,CYAMER000833,CYAMER004435,CYAMER002656,,CYAMER001584,CYAMER001908,,
GALSUL,130081,Rhodophyta,Galdieria sulphuraria,eukaryota_odb92,78.49056604,,,7.924528302,13.58490566,True,http://ftp.ensemblgenomes.org/pub/plants/release-53/fasta/galdieria_sulphuraria/pep/Galdieria_sulphuraria.ASM34128v1.pep.all.fa.gz,,20220419,ensembl,Galdieria_sulphuraria.ASM34128v1.pep.all.fa,genome,http://ftp.ensemblgenomes.org/pub/plants/release-53/fasta/galdieria_sulphuraria/dna/Galdieria_sulphuraria.ASM34128v1.dna.toplevel.fa.gz ,GALSUL001537,GALSUL006107,GALSUL003838,GALSUL003455,GALSUL004476,,,,GALSUL002458,GALSUL000531,GALSUL000191,GALSUL000063,GALSUL005157,GALSUL003584,GALSUL006875,,GALSUL005942,GALSUL006590,GALSUL004599,,,,GALSUL001950,,GALSUL006917,GALSUL003778,GALSUL003245,GALSUL003802,GALSUL000712,GALSUL004557,,GALSUL005839
RUSMAR,101924,Rhodophyta,Rhodosorus marinus,eukaryota_odb93,77.27272727,,,5.194805195,17.53246753,False,EukProt,,20220328,eukprot,EP00189_Rhodosorus_marinus.fasta,transcriptome,,RUSMAR000878;RUSMAR014262,RUSMAR000817,RUSMAR001864,RUSMAR000177;RUSMAR001952;RUSMAR009676,RUSMAR000805;RUSMAR000440,,,,RUSMAR000838;RUSMAR001668,RUSMAR000852,RUSMAR001428,RUSMAR001866,RUSMAR000554;RUSMAR000448;RUSMAR010773,RUSMAR000770;RUSMAR007639;RUSMAR000884;RUSMAR010522;RUSMAR010911,RUSMAR000734;RUSMAR010149,,,,RUSMAR005892,RUSMAR000081,,,RUSMAR000718,,RUSMAR000497,RUSMAR000490,,RUSMAR005113,RUSMAR010851,,,RUSMAR000978;RUSMAR009591
GRACHO,448386,Rhodophyta,Gracilariopsis chorda,eukaryota_odb94,81.00775194,,,5.03875969,13.95348837,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/194/525/GCA_003194525.1_GraCho1.0/GCA_003194525.1_GraCho1.0_protein.faa.gz,,20220419,gcf,GCA_003194525.1_GraCho1.0_protein.faa,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/194/525/GCA_003194525.1_GraCho1.0/GCA_003194525.1_GraCho1.0_genomic.fna.gz ,GRACHO007505,GRACHO001432,GRACHO010760,GRACHO009123,GRACHO002236,GRACHO005473,GRACHO002700,GRACHO000699,GRACHO005435,GRACHO001880,GRACHO006821,GRACHO004041,GRACHO001743;GRACHO007195;GRACHO010251;GRACHO005051;GRACHO010249,GRACHO010061,GRACHO010537,GRACHO004105,GRACHO003266,GRACHO002940,GRACHO009086,GRACHO005166,,,GRACHO009944,,GRACHO001319,GRACHO008968;GRACHO008967,GRACHO006935,GRACHO006968,GRACHO010213,GRACHO000423;GRACHO005839,,GRACHO002362
